Mod:Item:MetaData, Localized Name
DCsAppleMilk:defeatedcrow.cocktail:15, Plum & Soymilk
DCsAppleMilk:defeatedcrow.cocktail2:0, Mako Tyuhai
DCsAppleMilk:defeatedcrow.cocktail2:1, Panache
DCsAppleMilk:defeatedcrow.cocktail2:2, Spritzer
DCsAppleMilk:defeatedcrow.cocktail2:3, Screw Driver
DCsAppleMilk:defeatedcrow.cocktail2:4, God Farther
DCsAppleMilk:defeatedcrow.cocktail2:5, Tom & Jerry
DCsAppleMilk:defeatedcrow.cocktail2:6, Alexander
DCsAppleMilk:defeatedcrow.cocktail2:7, Zoom
DCsAppleMilk:defeatedcrow.cocktail2:8, Amaretto Milk Tea
DCsAppleMilk:defeatedcrow.cocktail2:9, Snow Saronno
DCsAppleMilk:defeatedcrow.cocktailSP:0, Russian Ballet
DCsAppleMilk:defeatedcrow.cocktailSP:1, Rum Flip
DCsAppleMilk:defeatedcrow.cocktailSP:2, Denki-Bran
DCsAppleMilk:defeatedcrow.blockVegiOil, tile.defeatedcrow.blockVegiOil.name
DCsAppleMilk:defeatedcrow.blockCamOil, tile.defeatedcrow.blockCamOil.name
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk Bucket
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, mariculture.fishingRod.name
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8231, Potion of Nausea
minecraft:potion:8263, Potion of Nausea
minecraft:potion:16423, Splash Potion of Nausea
minecraft:potion:16455, Splash Potion of Nausea
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8235, Potion of Decay
minecraft:potion:8267, Potion of Decay
minecraft:potion:16427, Splash Potion of Decay
minecraft:potion:16459, Splash Potion of Decay
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:5, Spawn Enderminy
minecraft:spawn_egg:6, Spawn Concussion Creeper
minecraft:spawn_egg:7, Spawn Fallen Knight
minecraft:spawn_egg:23, Spawn Fallen Steed
minecraft:spawn_egg:24, Spawn Wither Witch
minecraft:spawn_egg:25, Spawn Wither Cat
minecraft:spawn_egg:26, Spawn Dire Wolf
minecraft:spawn_egg:27, Spawn Khndrel Keght
minecraft:spawn_egg:29, Spawn Momiji
minecraft:spawn_egg:30, Spawn Tofu Slime
minecraft:spawn_egg:31, Spawn Tofu Creeper
minecraft:spawn_egg:32, Spawn Tofunian
minecraft:spawn_egg:6396, Spawn Demon
minecraft:spawn_egg:6397, Spawn Mandrake
minecraft:spawn_egg:6398, Spawn Treefyd
minecraft:spawn_egg:6399, Spawn Horned Huntsman
minecraft:spawn_egg:6400, Spawn Ent
minecraft:spawn_egg:6401, Spawn Owl
minecraft:spawn_egg:6402, Spawn Toad
minecraft:spawn_egg:6403, Spawn Baba Yaga
minecraft:spawn_egg:6404, Spawn Coven Witch
minecraft:spawn_egg:6405, Spawn Nightmare
minecraft:spawn_egg:6406, Spawn Spectre
minecraft:spawn_egg:6407, Spawn Poltergeist
minecraft:spawn_egg:6408, Spawn Banshee
minecraft:spawn_egg:6409, Spawn Spirit
minecraft:spawn_egg:6410, Spawn Death
minecraft:spawn_egg:6411, Spawn Witch Hunter
minecraft:spawn_egg:6412, Spawn Lord of Torment
minecraft:spawn_egg:6413, Spawn Flame Imp
minecraft:spawn_egg:6414, Spawn Minedrake
minecraft:spawn_egg:6415, Spawn Hobgoblin
minecraft:spawn_egg:6416, Spawn Mog
minecraft:spawn_egg:6417, Spawn Gulg
minecraft:spawn_egg:6418, Spawn Shade of Leonard
minecraft:spawn_egg:6419, Spawn Lost Soul
minecraft:spawn_egg:6420, Spawn Werewolf
minecraft:spawn_egg:6421, Spawn Hellhound
minecraft:spawn_egg:6422, Spawn Villager
minecraft:spawn_egg:6423, Spawn Guard
minecraft:spawn_egg:6424, Spawn Vampire
minecraft:spawn_egg:6425, Spawn Lilith
minecraft:spawn_egg:6426, Spawn Winged Monkey
minecraft:spawn_egg:6427, Spawn Reflection
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
BambooMod:bamboo, Bamboo
BambooMod:bamboosingle, tile.bamboosingle.name
BambooMod:bamboo2, Bamboo
BambooMod:blockbambooshoot, Bambooshoot
BambooMod:singleTexDeco:0, BambooBlock
BambooMod:kitunebi, Kitunebi
BambooMod:jpChest, JpChest
BambooMod:dirSquare:0, Tatami
BambooMod:dirSquare:4, Kayabuki
BambooMod:dirSquare:8, Tatami(Tan)
BambooMod:dirSquare:10, Tatami(NonBorder+Tan)
BambooMod:dirSquare:12, Tatami(NonBorder)
BambooMod:halfDirSquare:0, HalfTatami
BambooMod:halfDirSquare:4, HalfKayabuki
BambooMod:halfDirSquare:8, HalfTatami(Tan)
BambooMod:halfDirSquare:10, HalfTatami(NonBorder+Tan)
BambooMod:halfDirSquare:12, HalfTatami(NonBorder)
BambooMod:andon, Andon
BambooMod:bambooPanel:0, BambooPanel
BambooMod:bambooPanel:1, Transom
BambooMod:bambooPanel:2, BambooPanel
BambooMod:bambooPanel:3, BambooPanel
BambooMod:bambooPanel:4, Noren(blue)
BambooMod:bambooPanel:5, Noren(purple)
BambooMod:bambooPanel:6, Bambooblind
BambooMod:sakuraLeaves:0, SakuraLeaves
BambooMod:sakuraLeaves:1, SakuraLeaves
BambooMod:sakuraLeaves:2, SakuraLeaves
BambooMod:sakuraLeaves:3, SakuraLeaves
BambooMod:sakuraLeaves:4, SakuraLeaves
BambooMod:sakuraLeaves:5, SakuraLeaves
BambooMod:sakuraLeaves:6, SakuraLeaves
BambooMod:sakuraLeaves:7, SakuraLeaves
BambooMod:sakuraLeaves:8, SakuraLeaves
BambooMod:sakuraLeaves:9, SakuraLeaves
BambooMod:sakuraLeaves:10, SakuraLeaves
BambooMod:sakuraLeaves:11, SakuraLeaves
BambooMod:sakuraLeaves:12, SakuraLeaves
BambooMod:sakuraLeaves:13, SakuraLeaves
BambooMod:sakuraLeaves:14, SakuraLeaves
BambooMod:sakuraLeaves:15, SakuraLeaves
BambooMod:sakuraSapling, SakuraSapling
BambooMod:kayabukiRoof, KayabukiStair
BambooMod:spaWater, SpaWater
BambooMod:spaUnit, SpaUnit
BambooMod:sakuraLog, SakuraLog
BambooMod:delude_width, Camoslab
BambooMod:delude_height, Camoslab(Vertical)
BambooMod:delude_stair, Camostairs
BambooMod:campfire, Decorative Campfire
BambooMod:deco:0, Plaster
BambooMod:deco:1, Namako
BambooMod:deco:2, Check(oak)
BambooMod:deco:3, Check(pine)
BambooMod:deco:4, Check(birch)
BambooMod:deco:5, Kawara
BambooMod:halfDeco:0, HalfPlaster
BambooMod:halfDeco:1, HalfNamako
BambooMod:halfDeco:2, HalfCheck(oak)
BambooMod:halfDeco:3, HalfCheck(pine)
BambooMod:halfDeco:4, HalfCheck(pine)
BambooMod:halfDeco:5, HalfKawara
BambooMod:twoDirDeco:0, Yoroiita
BambooMod:twoDirDeco:2, SakuraWoodPlanks
BambooMod:twoDirDeco:4, StrawBlock
BambooMod:halfTwoDirDeco:0, HalfYoroiita
BambooMod:halfTwoDirDeco:2, HalfSakuraWoodPlanks
BambooMod:halfTwoDirDeco:4, HalfStrawBlock
BambooMod:kawara_stair, Kawara_stair
BambooMod:wara_stair, Straw_stair
BambooMod:decoCarpet:0, TatamiMat
BambooMod:decoCarpet:2, KayabukiMat
BambooMod:decoCarpet:4, TatamiMat(Tan)
BambooMod:decoCarpet:6, TatamiMat(NonBorder+Tan)
BambooMod:decoCarpet:8, TatamiMat(NonBorder)
BambooMod:thickSakuraPillar, SakuraPillar(thick)
BambooMod:thinSakuraPillar, SakuraPillar(thin)
BambooMod:thickOrcPillar, OrcPillar(thick)
BambooMod:thinOrcPillar, OrcPillar(thin)
BambooMod:thickSprucePillar, SprucePillar(thick)
BambooMod:thinSprucePillar, SprucePillar(thin)
BambooMod:thickBirchPillar, BirchPillar(thick)
BambooMod:thinBirchPillar, BirchPillar(thin)
BambooMod:delude_plate, Camoplate
BambooMod:ricePlant, RicePlant
BambooMod:bambooMillStone, MillStone
BambooMod:bambooMoss, MossBlock
BambooMod:bambooMultiPot, MiniFlowerpot
BambooMod:blobkbroom:0, BroomMark(straight)
BambooMod:blobkbroom:1, BroomMark(curve)
BambooMod:bamboohuton, tile.bamboohuton.name
BambooMod:bamboomultiblock:2, MiniBlock2x
BambooMod:bamboomultiblock:3, MiniBlock3x
BambooMod:bamboomultiblock:4, MiniBlock4x
BambooMod:bamboomultiblock:5, MiniBlock5x
BambooMod:alphamultiblock:2, MiniBlock(Alpha)2x
BambooMod:alphamultiblock:3, MiniBlock(Alpha)3x
BambooMod:alphamultiblock:4, MiniBlock(Alpha)4x
BambooMod:alphamultiblock:5, MiniBlock(Alpha)5x
BambooMod:sakuracarpet:0, SakuraCarpet
BambooMod:sakuracarpet:1, SakuraCarpet
